,id,full_text,retweet_count,favorite_count,hyperlinks,Day,Date,Time,Year,character_count,word_count,hashtags,poems,hashtag_count,y_tally,vowel_tally
26,510846392542056448,"Waking up at noon
We've all experienced it
Where did the day go? 

#haiku #poem #lazy #sunday",0,0,twitter.com/anyuser/status/510846392542056448,Sat,Sep 13,17:44:05,2014,52,13,"['#haiku', '#poem', '#lazy', '#sunday']",Waking up at noon We've all experienced it Where did the day go? ,4,1,21
27,510317986515677184,"Human colonies
Have transformed the summer night
To something of day

#haiku #poem #city #civilization",0,0,twitter.com/anyuser/status/510317986515677184,Fri,Sep 12,06:44:23,2014,58,11,"['#haiku', '#poem', '#city', '#civilization']",Human colonies Have transformed the summer night To something of day ,4,1,21
28,510317111940349952,"Bulbous yellow squash
Wrapped in tendrils, bathed in light
Rest on the rich soil

#haiku #poem #gardening #summer",0,0,twitter.com/anyuser/status/510317111940349952,Fri,Sep 12,06:40:55,2014,67,14,"['#haiku', '#poem', '#gardening', '#summer']","Bulbous yellow squash Wrapped in tendrils, bathed in light Rest on the rich soil ",4,1,22
29,509560212542349312,"I could be a leaf 
Inseparable from the tree
Carelessly hanging

#haiku #poem #tree #leaf",0,2,twitter.com/anyuser/status/509560212542349312,Wed,Sep 10,04:33:16,2014,52,11,"['#haiku', '#poem', '#tree', '#leaf']",I could be a leaf Inseparable from the tree Carelessly hanging ,4,1,19
30,509364077013893120,"Despite the weather
I grind my growth in four walls
Slaving over text

Missing cloud and ant
Expanding my conception
Thinking this and that",0,0,twitter.com/anyuser/status/509364077013893120,Tue,Sep 09,15:33:54,2014,115,24,[],Despite the weather I grind my growth in four walls Slaving over text Missing cloud and ant Expanding my conception Thinking this and that ,0,2,35
31,509364005236797440,"Play melancholy
By pulling perspective close
Birds, germs and the stars

#haiku #poem #happy #sad",0,0,twitter.com/anyuser/status/509364005236797440,Tue,Sep 09,15:33:37,2014,61,11,"['#haiku', '#poem', '#happy', '#sad']","Play melancholy By pulling perspective close Birds, germs and the stars ",4,3,17
32,509022846169800705,"We call it evening
When a pink band streaks the sky
Cradling the moon

#haiku #poem #moon",0,0,twitter.com/anyuser/status/509022846169800705,Mon,Sep 08,16:57:58,2014,56,14,"['#haiku', '#poem', '#moon']",We call it evening When a pink band streaks the sky Cradling the moon ,3,1,18
33,508893644636430336,"Trees consume sunlight
Allowing for dense fungus
To grow on their trunks

#haiku #poem #summer #fungus http://t.co/rCRnM6K9Ts",0,1,twitter.com/anyuser/status/508893644636430336,Mon,Sep 08,08:24:34,2014,83,13,"['#haiku', '#poem', '#summer', '#fungus']",Trees consume sunlight Allowing for dense fungus To grow on their trunks http://t.co/rCRnM6K9Ts ,4,0,21
34,558217311195111424,"The mouse in the cage
Must, at times, feel a calling
And at others sink

#haiku #micropoetry #LabRats",1,0,twitter.com/anyuser/status/558217311195111424,Thu,Jan 22,10:59:12,2015,57,15,"['#haiku', '#micropoetry', '#LabRats']","The mouse in the cage Must, at times, feel a calling And at others sink ",3,0,21
35,558024638312091648,"Warm walls of moist air
Push through the winter evening
Wrapping like carpet

#haiku #micropoetry #air #winter #carpet",0,1,twitter.com/anyuser/status/558024638312091648,Wed,Jan 21,22:13:36,2015,64,13,"['#haiku', '#micropoetry', '#air', '#winter', '#carpet']",Warm walls of moist air Push through the winter evening Wrapping like carpet ,5,0,22
36,557554904751808512,"Bubble to the head
Phase out of reality
Fine with letting go 

#haiku #micropoetry #alcohol #drink",1,1,twitter.com/anyuser/status/557554904751808512,Tue,Jan 20,15:07:02,2015,49,12,"['#haiku', '#micropoetry', '#alcohol', '#drink']",Bubble to the head Phase out of reality Fine with letting go ,4,1,20
37,557533181599965184,"That burning need, flame 
To express one's inner self
Makes me shed a tear

#haiku #micropoetry #art",1,1,twitter.com/anyuser/status/557533181599965184,Tue,Jan 20,13:40:43,2015,60,14,"['#haiku', '#micropoetry', '#art']","That burning need, flame To express one's inner self Makes me shed a tear ",3,0,22
38,557303056748933120,"Two love locked lovers
Sitting on an old-wood bench
Endlessly dreaming

#haiku #micropoetry #love #lovers #benches",1,2,twitter.com/anyuser/status/557303056748933120,Mon,Jan 19,22:26:17,2015,60,11,"['#haiku', '#micropoetry', '#love', '#lovers', '#benches']",Two love locked lovers Sitting on an old-wood bench Endlessly dreaming ,5,1,19
39,555673110209257473,"Ah, sooner sowing
When flakes are gently falling
Then when the rose blooms

#haiku #micropoetry #winter #spring",0,0,twitter.com/anyuser/status/555673110209257473,Thu,Jan 15,10:29:28,2015,62,13,"['#haiku', '#micropoetry', '#winter', '#spring']","Ah, sooner sowing When flakes are gently falling Then when the rose blooms ",4,1,20
40,555398953928101889,"Waiting for a girl
Responsibilities drip
Onto the cement

#Haiku #micropoetry #girls #responsibilities",0,1,twitter.com/anyuser/status/555398953928101889,Wed,Jan 14,16:20:04,2015,48,9,"['#Haiku', '#micropoetry', '#girls', '#responsibilities']",Waiting for a girl Responsibilities drip Onto the cement ,4,0,18
41,555388279256649729,"Placate my feelings
Opening up those dark doors.
Waiting there with me 

#haiku #micropoetry #soulmates #therapist",0,0,twitter.com/anyuser/status/555388279256649729,Wed,Jan 14,15:37:39,2015,59,12,"['#haiku', '#micropoetry', '#soulmates', '#therapist']",Placate my feelings Opening up those dark doors. Waiting there with me ,4,1,21
42,555107608856506368,"When winter is high
Silence seeps from moonlit rocks
The deer hear more though

#haiku #micropoetry #winter #MoonlightMadness #silence",1,1,twitter.com/anyuser/status/555107608856506368,Tue,Jan 13,21:02:22,2015,65,14,"['#haiku', '#micropoetry', '#winter', '#MoonlightMadness', '#silence']",When winter is high Silence seeps from moonlit rocks The deer hear more though ,5,0,24
43,555094836370354176,"Straight laced, shoe shined man
Swiftly passing fellow man
Stone eyed street walker

#haiku #micropoetry #nyc #winterblues",1,2,twitter.com/anyuser/status/555094836370354176,Tue,Jan 13,20:11:36,2015,71,13,"['#haiku', '#micropoetry', '#nyc', '#winterblues']","Straight laced, shoe shined man Swiftly passing fellow man Stone eyed street walker ",4,2,23
44,555090383466553344,"Graphic images 
Are a backwards last resort
To experience 

#haiku #micropoetry #lastresort #intense",0,0,twitter.com/anyuser/status/555090383466553344,Tue,Jan 13,19:53:55,2015,48,9,"['#haiku', '#micropoetry', '#lastresort', '#intense']",Graphic images Are a backwards last resort To experience ,4,0,18
45,555002575078961152,"Flaunting in fast lanes
Flashing lights soon turn flicker
Till black. Smoke crawls up.

#haiku #micropoetry #fastlane #cityliving",0,0,twitter.com/anyuser/status/555002575078961152,Tue,Jan 13,14:05:00,2015,73,14,"['#haiku', '#micropoetry', '#fastlane', '#cityliving']",Flaunting in fast lanes Flashing lights soon turn flicker Till black. Smoke crawls up. ,4,0,21
46,554763389545611264,"The joys of success
Trickle slowly down my throat
Yet tighten my chest 

#haiku #micropoetry #success #tight",0,0,twitter.com/anyuser/status/554763389545611264,Mon,Jan 12,22:14:33,2015,58,13,"['#haiku', '#micropoetry', '#success', '#tight']",The joys of success Trickle slowly down my throat Yet tighten my chest ,4,4,15
47,554754483566022656,"Helping a friend out
In finding truth in their life
When you're just as lost

#haiku #micropoetry #friends #advice",0,0,twitter.com/anyuser/status/554754483566022656,Mon,Jan 12,21:39:10,2015,62,15,"['#haiku', '#micropoetry', '#friends', '#advice']",Helping a friend out In finding truth in their life When you're just as lost ,4,1,22
48,554566512095154176,"Abstracting the heart
Of universal language
Makes it God's gossip

#haiku #micropoetry #theAlchemist",0,0,twitter.com/anyuser/status/554566512095154176,Mon,Jan 12,09:12:14,2015,56,10,"['#haiku', '#micropoetry', '#theAlchemist']",Abstracting the heart Of universal language Makes it God's gossip ,3,0,19
49,554565783175446529,"Slipping to the slumps
Of slumber, somehow, this month
Trying to pick up

#haiku #micropoetry #sleep #winter",1,0,twitter.com/anyuser/status/554565783175446529,Mon,Jan 12,09:09:20,2015,60,13,"['#haiku', '#micropoetry', '#sleep', '#winter']","Slipping to the slumps Of slumber, somehow, this month Trying to pick up ",4,1,16
50,554218437472292865,"Constantly cornered 
With decisions and feelings
Wrong's right and good's bad 

#haiku #micropoetry #choice #morals",1,0,twitter.com/anyuser/status/554218437472292865,Sun,Jan 11,10:09:07,2015,66,11,"['#haiku', '#micropoetry', '#choice', '#morals']",Constantly cornered With decisions and feelings Wrong's right and good's bad ,4,1,20
51,554217463001260032,"Life is a rat race
To be constantly aware
Then you see, Don't Run. 

#haiku #micropoetry #life #awareness",1,0,twitter.com/anyuser/status/554217463001260032,Sun,Jan 11,10:05:14,2015,53,14,"['#haiku', '#micropoetry', '#life', '#awareness']","Life is a rat race To be constantly aware Then you see, Don't Run. ",4,2,21
52,554079670031769601,"I look up to God
And my life looses meaning
Leaving only Life

#haiku #micropoetry #God #life",0,0,twitter.com/anyuser/status/554079670031769601,Sun,Jan 11,00:57:42,2015,49,13,"['#haiku', '#micropoetry', '#God', '#life']",I look up to God And my life looses meaning Leaving only Life ,4,2,19
53,567802758385950722,"Gnash of teeth and meat
When the furry beast gets fed
Their meal of the day 

#haiku #micropoetry #zoo #tigers",0,1,twitter.com/anyuser/status/567802758385950722,Tue,Feb 17,21:48:21,2015,60,16,"['#haiku', '#micropoetry', '#zoo', '#tigers']",Gnash of teeth and meat When the furry beast gets fed Their meal of the day ,4,2,21
54,567750779037949952,"Flowing from fingers
The sentences built themselves
Thickening the plot

#haiku #micropoetry #stories #typing #writing",0,0,twitter.com/anyuser/status/567750779037949952,Tue,Feb 17,18:21:48,2015,62,10,"['#haiku', '#micropoetry', '#stories', '#typing', '#writing']",Flowing from fingers The sentences built themselves Thickening the plot ,5,0,19
55,566737221793751041,"Tumbling tumult 
Of New York City lunch break
Passing by so fast

#haiku #micropoetry #NYC #Lunchbreak",0,1,twitter.com/anyuser/status/566737221793751041,Sat,Feb 14,23:14:17,2015,52,12,"['#haiku', '#micropoetry', '#NYC', '#Lunchbreak']",Tumbling tumult Of New York City lunch break Passing by so fast ,4,2,14
56,566736507528941568,"Blending bold and scared
To some shaky sort of faith
Taking in the stars

#haiku #micropoetry #faith #stars",0,0,twitter.com/anyuser/status/566736507528941568,Sat,Feb 14,23:11:27,2015,59,14,"['#haiku', '#micropoetry', '#faith', '#stars']",Blending bold and scared To some shaky sort of faith Taking in the stars ,4,1,19
57,565175680288034816,"Crystallization 
The gold of another's hand
Drizzling to tea

#haiku #micropoetry #tea #honey #bees",1,1,twitter.com/anyuser/status/565175680288034816,Tue,Feb 10,15:49:17,2015,51,9,"['#haiku', '#micropoetry', '#tea', '#honey', '#bees']",Crystallization The gold of another's hand Drizzling to tea ,5,1,17
58,564913942082768896,"The lie of our time
Is that we symbolize trees
When we are the ground

#haiku #micropoetry #meditation #yoga #toaism #judaism #sharp",0,1,twitter.com/anyuser/status/564913942082768896,Mon,Feb 09,22:29:14,2015,55,15,"['#haiku', '#micropoetry', '#meditation', '#yoga', '#toaism', '#judaism', '#sharp']",The lie of our time Is that we symbolize trees When we are the ground ,7,1,22
59,563375642356367360,"Clear the mind of thought
Want shall drift past like dead leaves
Leaving open skies 

#haiku #micropoetry #meditation #yoga",0,0,twitter.com/anyuser/status/563375642356367360,Thu,Feb 05,16:36:34,2015,69,15,"['#haiku', '#micropoetry', '#meditation', '#yoga']",Clear the mind of thought Want shall drift past like dead leaves Leaving open skies ,4,0,25
60,563255843647266816,"How great is the Tao
Seamlessly holds seemingly
That which contradicts 

#haiku #micropoetry #Taoism #daoism",2,0,twitter.com/anyuser/status/563255843647266816,Thu,Feb 05,08:40:32,2015,60,11,"['#haiku', '#micropoetry', '#Taoism', '#daoism']",How great is the Tao Seamlessly holds seemingly That which contradicts ,4,2,19
61,562721602883031040,"We're both living dreams
Fainting, fading in life's breeze
Hand in hand, hold on

#haiku #micropoetry #LoveAndHipHop",0,1,twitter.com/anyuser/status/562721602883031040,Tue,Feb 03,21:17:39,2015,67,14,"['#haiku', '#micropoetry', '#LoveAndHipHop']","We're both living dreams Fainting, fading in life's breeze Hand in hand, hold on ",3,0,23
62,562357481611862016,"Weaving between trees 
Pierced by the chirping crickets
Stretched thin by your love

#haiku #micropoetry #love #forest #lostinlove",0,0,twitter.com/anyuser/status/562357481611862016,Mon,Feb 02,21:10:46,2015,70,13,"['#haiku', '#micropoetry', '#love', '#forest', '#lostinlove']",Weaving between trees Pierced by the chirping crickets Stretched thin by your love ,5,3,23
63,562356345437831168,"Words of your mentor
Merely scratch on the surface 
Matched to a smile 

#haiku #micropoetry #mentor #smile #words",0,0,twitter.com/anyuser/status/562356345437831168,Mon,Feb 02,21:06:15,2015,57,13,"['#haiku', '#micropoetry', '#mentor', '#smile', '#words']",Words of your mentor Merely scratch on the surface Matched to a smile ,5,2,20
64,562335571930935297,"Staring at the moon
Bathing in its soft white light
Making stars less bright

#Haiku #Micropoetry #moon #stars #Nightwatch #goodnightmoon",0,1,twitter.com/anyuser/status/562335571930935297,Mon,Feb 02,19:43:42,2015,63,14,"['#Haiku', '#Micropoetry', '#moon', '#stars', '#Nightwatch', '#goodnightmoon']",Staring at the moon Bathing in its soft white light Making stars less bright ,6,0,19
65,562316682685714432,"The sun spent all day
Showing off unquestioned might
Ripping clouds away

#haiku #micropoetry #sunshine #teachers",1,1,twitter.com/anyuser/status/562316682685714432,Mon,Feb 02,18:28:39,2015,61,12,"['#haiku', '#micropoetry', '#sunshine', '#teachers']",The sun spent all day Showing off unquestioned might Ripping clouds away ,4,2,21
66,561930996694528000,"The simplicity
Of colors complexly mixed
Shows of true talent

#haiku #micropoetry #painting #art",2,2,twitter.com/anyuser/status/561930996694528000,Sun,Feb 01,16:56:04,2015,52,10,"['#haiku', '#micropoetry', '#painting', '#art']",The simplicity Of colors complexly mixed Shows of true talent ,4,2,16
67,560341824355590145,"Wrapped in tasks of zeal
Strapped to my lofty ideals
Yet torn by her gaze

#haiku #micropoetry #love #women #goals",1,2,twitter.com/anyuser/status/560341824355590145,Wed,Jan 28,07:41:16,2015,59,15,"['#haiku', '#micropoetry', '#love', '#women', '#goals']",Wrapped in tasks of zeal Strapped to my lofty ideals Yet torn by her gaze ,5,3,19
68,559973903963922432,"Life doesn't repeat
Yet patterns surly arise
Set out of the box

#haiku #micropoetry #outofthebox",1,0,twitter.com/anyuser/status/559973903963922432,Tue,Jan 27,07:19:17,2015,52,12,"['#haiku', '#micropoetry', '#outofthebox']",Life doesn't repeat Yet patterns surly arise Set out of the box ,3,1,20
69,559728411975766017,"One full day of this
Or that ever complex thought
Surfacing again

#haiku #micropoetry #day #LifeItself",1,2,twitter.com/anyuser/status/559728411975766017,Mon,Jan 26,15:03:47,2015,54,12,"['#haiku', '#micropoetry', '#day', '#LifeItself']",One full day of this Or that ever complex thought Surfacing again ,4,1,18
70,559108521363800065,"Slippery slimy
Scurrying salamanders
Spilling from the log

#haiku #micropoetry #naturewords #salamander",0,0,twitter.com/anyuser/status/559108521363800065,Sat,Jan 24,22:00:33,2015,51,8,"['#haiku', '#micropoetry', '#naturewords', '#salamander']",Slippery slimy Scurrying salamanders Spilling from the log ,4,3,14
71,558218255181938691,"Twinkles here or there
From stars in the distant night
Pinholes of white light

#haiku #micropoetry #NightLife #starynight",0,2,twitter.com/anyuser/status/558218255181938691,Thu,Jan 22,11:02:57,2015,65,14,"['#haiku', '#micropoetry', '#NightLife', '#starynight']",Twinkles here or there From stars in the distant night Pinholes of white light ,4,0,21
72,558217638610870274,"Elation stirring
Without the complication
Of what may come next

#haiku #micropoetry #happydays",0,0,twitter.com/anyuser/status/558217638610870274,Thu,Jan 22,11:00:30,2015,54,10,"['#haiku', '#micropoetry', '#happydays']",Elation stirring Without the complication Of what may come next ,3,1,19
73,580095357360582656,"Preparing the string
Is done meticulously 
But just tie the knot

#haiku #micropoetry #relationships #yolo",1,2,twitter.com/anyuser/status/580095357360582656,Mon,Mar 23,19:54:45,2015,53,11,"['#haiku', '#micropoetry', '#relationships', '#yolo']",Preparing the string Is done meticulously But just tie the knot ,4,1,18
74,579632076158185474,"It's strikingly clear
The room is your reflection
After a good clean

#haiku #micropoetry #cleaning #reflectionfanfic",0,1,twitter.com/anyuser/status/579632076158185474,Sun,Mar 22,13:13:50,2015,57,12,"['#haiku', '#micropoetry', '#cleaning', '#reflectionfanfic']",It's strikingly clear The room is your reflection After a good clean ,4,2,20
75,579407081477787648,"The unique struggle
Of knowing you must break it
Before it was whole

#haiku #micropoetry #dating",0,1,twitter.com/anyuser/status/579407081477787648,Sat,Mar 21,22:19:47,2015,56,13,"['#haiku', '#micropoetry', '#dating']",The unique struggle Of knowing you must break it Before it was whole ,3,1,22
76,578906241952444416,"Met a girl who's clean
Has bright eyes and a crisp laugh
Yet no attraction

#micropoetry #haiku #girls #dating",0,0,twitter.com/anyuser/status/578906241952444416,Fri,Mar 20,13:09:38,2015,60,15,"['#micropoetry', '#haiku', '#girls', '#dating']",Met a girl who's clean Has bright eyes and a crisp laugh Yet no attraction ,4,1,21
77,578098129976709120,"Thick, warm, spring time air
Is chopped, minced, ground and puréed 
Into a crisp breeze

#haiku #micropoetry #spring #wind #chill",0,0,twitter.com/anyuser/status/578098129976709120,Wed,Mar 18,07:38:29,2015,72,15,"['#haiku', '#micropoetry', '#spring', '#wind', '#chill']","Thick, warm, spring time air Is chopped, minced, ground and puréed Into a crisp breeze ",5,0,22
78,577086268724490240,"Explaining yourself
By shaking the air around
Maybe getting through

#haiku #micropoetry",1,2,twitter.com/anyuser/status/577086268724490240,Sun,Mar 15,12:37:42,2015,58,10,"['#haiku', '#micropoetry']",Explaining yourself By shaking the air around Maybe getting through ,2,3,20
79,575222237835341825,"Music as fun arts
Meant to be displayed outdoors
Each in their season

#haiku #micropoetry #art #spring #seasons #GratefulDead",1,2,twitter.com/anyuser/status/575222237835341825,Tue,Mar 10,09:10:43,2015,57,13,"['#haiku', '#micropoetry', '#art', '#spring', '#seasons', '#GratefulDead']",Music as fun arts Meant to be displayed outdoors Each in their season ,6,1,23
80,575221919433105408,"Drifting new talents
Sprout from the sun boiled soul
As winter dissolves

#haiku #micropoetry #spring #art",1,1,twitter.com/anyuser/status/575221919433105408,Tue,Mar 10,09:09:27,2015,61,12,"['#haiku', '#micropoetry', '#spring', '#art']",Drifting new talents Sprout from the sun boiled soul As winter dissolves ,4,0,20
81,575221406704631808,"Productivity
Of nothing that could be planned
On a spring morning

#haiku #micropoetry #productivity",0,1,twitter.com/anyuser/status/575221406704631808,Tue,Mar 10,09:07:25,2015,55,11,"['#haiku', '#micropoetry', '#productivity']",Productivity Of nothing that could be planned On a spring morning ,3,1,16
82,574832988476731392,"Day one, hers and my
Personalities click tight
With no shreds of lust

#haiku #micropoetry #love",0,0,twitter.com/anyuser/status/574832988476731392,Mon,Mar 09,07:23:58,2015,57,13,"['#haiku', '#micropoetry', '#love']","Day one, hers and my Personalities click tight With no shreds of lust ",3,2,18
83,574582983866232832,"The, once stone, branches
Loosen and breathe long green breathes
Exhaling the spring

#haiku #micropoetry #trees #SpringBreakUncensored",0,2,twitter.com/anyuser/status/574582983866232832,Sun,Mar 08,14:50:33,2015,72,13,"['#haiku', '#micropoetry', '#trees', '#SpringBreakUncensored']","The, once stone, branches Loosen and breathe long green breathes Exhaling the spring ",4,0,24
84,573389852990816256,"Wake up through the haze
Check the time while in a daze
Exhale, it's ok.

#haiku #micropoetry #nightafter",0,1,twitter.com/anyuser/status/573389852990816256,Thu,Mar 05,07:49:28,2015,58,15,"['#haiku', '#micropoetry', '#nightafter']","Wake up through the haze Check the time while in a daze Exhale, it's ok. ",3,0,22
85,573291736006443008,"Overwhelming joy
Of pouring your soul forward
Knowing someone's there

#haiku #micropoetry #love",1,1,twitter.com/anyuser/status/573291736006443008,Thu,Mar 05,01:19:35,2015,60,10,"['#haiku', '#micropoetry', '#love']",Overwhelming joy Of pouring your soul forward Knowing someone's there ,3,2,21
